;Unnamed: 0;Title;Artist;Year;0;has_lyrics;track_id;genre;language;instrumental;lyrics;sadness;joy;fear;disgust;anger;sentiment
1651;1651;In Case You Didn't Know;Brett Young;2017;225;1.0;99786676.0;Country;English;0.0;"I can't count the times
Almost said what's on my mind
But I didn't
Just the other day

I wrote down all the things I'd say
But I couldn't
I just couldn't
Baby I know that you've been wonderin'
Mmm, so here goes nothin'

In case you didn't know
Baby I'm crazy 'bout ya
And I would be lyin' if I said
That I could live this life without ya
Even though I don't tell you all the time
You had my heart a long long time ago";0.614495;0.172968;0.281306;0.021186;0.092934;-0.867899
1652;1652;Slippery;Migos Featuring Gucci Mane;2017;178;1.0;125424339.0;;English;0.0;"Pop a perky just to start up (pop it, pop it pop it)
Two cups of purple just to warm up (two cups, drank)
I heard your bitch she got that water
(Splash, drip, drip, woo, splash)
Slippery, 'scuse me, please me (please)
Arm up, or believe me, believe me (believe me)
Get beat, cause I'm flexin' 'Rari's (skrt)
You can bet on me (skr, skr)

Hey, hey, hey, tater tot
Fuck niggas on my radar watch (watchin')
Crocodile hunter, turn 'em to some gator shots (urr)
Iced out watch (ice), ridin' round ten o' clock (ten)
Ridin' round, geeked up, damn, think it's three o' clock (three)
Four o' clock (four), five o' clock, six o' clock (five)
I'm gon pop, if I don't I'm back to the pot (whip)
I got rocks (rocks), big bales, big arms (bales)
Tommy gun, come out and play let's have fun (yeah)
Big scales (scales), fishscale, big weight (fish)
Iceberg (ice), ice tray, ice tray (woo)
Plug called (called), tried to front, I don't need it (brrt)
I don't need it (brrt)
Pockets strong, wrist anemic (strong)
Get freezy (freezy), young nigga pay your debt-is (debt-is)
Grandma (grandma) auntie Ab and auntie Neesa (Neese)
Uncle Bo, auntie Greta serve ya perkys (Greta)
Auntie Eva, she got a pound she might just serve it (serve)

Pop a perky just to start up 
(pop it, pop it pop it)
Two cups of purple just to warm up 
(two cups, drank)
I heard your bitch she got that water
(Splash, drip, drip, woo, splash)
Slippery, excuse me, please me (please)
Arm up, or believe me, believe me (believe me)
Get beat, cause I'm flexin' 'Rari's (skrt)
You can bet on me (skr, skr)


(Offset!)
Hey, hey, hey, slippery, she numbin' me, that tongue on me";0.007244;0.027698;0.007869;4e-06;0.000225;-0.68953
1653;1653;It's A Vibe;2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko;2017;9;1.0;131774968.0;;;0.0;"Yeah, hahaha
Yeah, ooh
Yah

That's a vibe (that's a vibe)
She wanna vibe, yeah (wanna vibe)
That's a vibe (that's a vibe)
Yeah, uh (that's a vibe)
That's a vibe (that's a vibe)
It's a vibe (it's a vibe)
That's a vibe, yeah (that's a vibe)
Yeah, yeah (that's a vibe)
Oh that's a vibe (that's a vibe)
Oh it's a vibe (it's a vibe)
That's a vibe (that's a vibe, that's a vibe, yeah, yeah)
That's a vibe (that's a vibe)
She wanna vibe, yeah (wanna vibe)
That's a vibe, yeah (that's a vibe)
Yeah, yeah

Yeah, that's a vibe
She wanna vibe
That's a vibe
This shit vibe, yeah, yeah
Late night
Oh it's a vibe
Let me slide
Oh it's a vibe, yeah, yeah
Dim the lights";0.001265;0.208253;0.050494;0.001845;0.000533;0.966415
1654;1654;Fetish;Selena Gomez Featuring Gucci Mane;2017;51;1.0;138291577.0;Pop;English;0.0;"Take it or leave it
Baby take it or leave it
But I know you won't leave it
'Cause I know that you need it
Look in the mirror
When I look in the mirror
Baby I see it clearer
Why you wanna be nearer

I'm not surprised
I sympathize, ah
I can't deny
Your appetite, ah

You got a fetish for my love
I push you out and you come right back
Don't see a point in blaming you
If I were you, I'd do me too
You got a fetish for my love
I push you out and you come right back
Don't see a point in blaming you
If I were you, I'd do me too
You got a fetish for my love";0.800343;0.062537;0.079833;0.09983;0.154029;-0.886704
1655;1655;Young Dumb & Broke;Khalid;2017;4;1.0;125673808.0;R&B/Soul;English;0.0;"So you're still thinking of me
Just like I know you should
I cannot give you everything
You know I wish I could

I'm so high at the moment
I'm so caught up in this
Yeah, we're just young, dumb and broke
But we still got love to give

While we're young, dumb
Young, young, dumb and broke
Young, dumb
Young, young, dumb and broke
Young, dumb
Young, young dumb and broke
Young dumb broke high school kids

Ya-da-da-da-da-da-da-da
Ya-da-da-da-da-da-da
Ya-da-da-da-da-da-da-da
Young, dumb, broke high school kids

We have so much in common
We argue all the time
You always say I'm wrong";0.569357;0.029311;0.245136;0.049968;0.432528;-0.967555
1656;1656;No Such Thing As A Broken Heart;Old Dominion;2017;1;1.0;134313676.0;Country;English;0.0;"I wonder if Jack and Diane ever made it
After the drums and the guitars all faded
Was the best they could do good enough
Or did the heartland just swallow ‘em up

How did my mom and my dad ever do it
If there were troubles then we never knew it
I guess they had each other, that was enough
You know you can't keep the ground from shakin'

No matter how hard you try
You can't keep the sunsets from fadin'
You gotta treat your love like
You're jumpin' off a rope swing maybe
‘Cause the whole thing is really just a shot in the dark
You gotta love like there's no such thing as a broken heart";0.540993;0.42132;0.069566;0.008694;0.02209;0.506791
1657;1657;Issues;Julia Michaels;2017;349;1.0;132626463.0;Pop;English;0.0;"I'm jealous, I'm overzealous
When I'm down I get real down
When I'm high I don't come down
But I get angry, baby, believe me
I could love you just like that
And I can leave you just as fast

But you don't judge me
'Cause if you did, baby, I would judge you too
No, you don't judge me
'Cause if you did, baby, I would judge you too

'Cause I got issues, but you got 'em too
So give 'em all to me and I'll give mine to you
Bask in the glory, of all our problems
'Cause we got the kind of love it takes to solve 'em
Yeah, I got issues
And one of them is how bad I need you";0.360826;0.043005;0.107809;0.077173;0.692942;-0.610946
1658;1658;2U;David Guetta Featuring Justin Bieber;2017;179;1.0;157151612.0;Pop;English;0.0;"No limit in the sky
That I won't fly for ya
No amount of tears in my eyes
That I won't cry for ya, oh, no
With every breath that I take
I want you to share that air with me
There's no promise that I won't keep
I'll climb a mountain, there's none too steep

When it comes to you, there's no crime
Let's take both of our souls, and intertwine
When it comes to you, don't be blind
Watch me speak from my heart
When it comes to you, comes to you";0.305647;0.625577;0.059131;0.018046;0.02671;-0.979681
1659;1659;Drinkin' Problem;Midland;2017;4;1.0;116000702.0;Country;English;0.0;"One more might, one more down
One more, one more round
First one in, last one out
Giving this town lots to talk about
They don't know what they don't know

People say I've got a drinkin' problem
That ain't no reason to stop
People sayin' that I've hit rock bottom
Just cause I'm living on the rocks
It's a broken hearted thinkin' problem
So pull that bottle off the wall
People say I got a drinkin' problem
But I got no problem drinkin' at all

They keep on talkin'
Drawing conclusions
They call a problem, I call a solution";0.522583;0.159545;0.213066;0.063277;0.297259;-0.317161
1660;1660;You Da Baddest;Future Featuring Nicki Minaj;2017;13;1.0;132948083.0;;English;0.0;"En thousand miles up in the sky
We never land 'cause we stay fly
I'ma be your bitch for life
If they try you, they gotta die
Baby, put one in the sky
What we got, they can't deny
Put your diamonds in the light
And let 'em see you shine bright

Fuck them hoes
Hold up, wait one minute
Hold up, wait one minute
Hold up, wait one minute
Yo, hold up, wait one more
You know you the baddest baby, fuck them hoes

Fuck them hoes, fuck them hoes

We on a different planet girl, it's fuck them hoes

Fuck them hoes, fuck them hoes

Percocets and molly make you touch your toe
I keep the conversation open for my hoe
Snapchat that pussy, don't you take too long
Trampoline, titties, girl, they bouncin', yeah
All these diamonds on me, how could I tell you no?
You got one leg in the air, tap it like you broke
Sweating out your weave, girl, fuck that hoe
Girl, you ain't gotta leave, we gon' fuck this hoe
Percocets and molly's make you touch your toe
Been in this bitch so long, I'm going up a dose
";0.276918;0.051992;0.05159;0.345008;0.607679;-0.909751
1661;1661;Craving You;Thomas Rhett Featuring Maren Morris;2017;45;1.0;132633874.0;;English;0.0;"Every time we have to say goodbye
I'm counting down until we say hello
Every touch is like the strongest drug
I don't know how much longer I can go

I never had something that I can't walk away from
But, girl, my self-control's so paralyzed
When it comes to you, no, I ain't got no patience
There's something 'bout you girl I just can't fight

You're like that cigarette
That shot of 100 proof
No matter how much I get
I'm always craving
That feeling when we kiss
The way your body moves
No matter how much I get
I'm always craving you
Craving you
";0.528381;0.120232;0.219623;0.204267;0.201888;-0.925293
1662;1662;Do I Make You Wanna;Billy Currington;2017;4;1.0;83306058.0;Country;English;0.0;"Baby what's on your mind,
When you see me pull up to your drive?
Do you wanna go downtown,
Maybe have a little high dollar wine?

Do you wanna go out to the country,
and maybe blow all our money
on some sugar at the truckstop and some scratch-offs
See if we can get lucky?
Oh, I gotta know what's goin' on
In your beautiful mind?
Baby don't be shy.
And tell me now,

Do I make you wanna dance real slow? Go
Flyin' down a two lane road? Find
A limb to hang your clothes?
Do I make you wanna let your hair down,
Play a little truth or dare now,
Act just like you don't care now,
Girl when I come around tell me,
Do I make you wanna?

Stay up 'til the sun
Howl at the moon
Baby, tell me the truth
Do I make you wanna
Karaoke in the neon light,";0.465834;0.546029;0.174671;0.116981;0.485409;-0.420906
1663;1663;Rolex;Ayo & Teo;2017;189;1.0;125090159.0;Hip Hop/Rap;English;0.0;"I just want a Rollie, Rollie, Rollie with a dab of ranch
I already got some designer to hold up my pants
I just want some ice on my wrist so I look better when I dance
Have you lookin' at it, put you in a trance
I just want a Rollie, Rollie, Rollie with a dab of ranch
I already got some designer to hold up my pants
I just want some ice on my wrist so I look better when I dance
Have you lookin' at it, put you in a trance
Yeah, yeah, yeah
All I ever wanted was a Rollie, Rollie
All I ever wanted was a Rollie, Rollie
Cooler than a snowman with the ice all on me
Now your chick all on me, now your chick all on me (she on me)

My Rollie don't tick tock, it just glide
Keep starin' at it and you might go blind
I be movin' clean, I don't even try
All I see is bands, bands, I spy
Yeah, dat way
I need that moola by Tuesday
Yeah, dat way
I low key feel like fungswae
I just now got started
Got views on views, I'm poppin'
My diamonds goin' retarded";0.706614;0.156694;0.160276;0.043982;0.096824;0.37796
1664;1664;Numb;Linkin Park;2017;17;1.0;30311652.0;Rock;English;0.0;"I'm tired of being what you want me to be
Feeling so faithless, lost under the surface
Don't know what you're expecting of me
Put under the pressure of walking in your shoes

(Caught in the undertow, just caught in the undertow)
Every step that I take is another mistake to you
(Caught in the undertow, just caught in the undertow)

I've become so numb
I can't feel you there
Become so tired
So much more aware

I'm becoming this
All I want to do
Is be more like me
And be less like you

Can't you see that you're smothering me";0.655572;0.016322;0.35215;0.052807;0.215156;-0.983929
1665;1665;In The End;Linkin Park;2017;14;1.0;31176572.0;Alternative Rap;English;0.0;"It starts with
One thing, I don't know why
It doesn't even matter how hard you try
Keep that in mind
I designed this rhyme to explain in due time

All I know
Time is a valuable thing
Watch it fly by as the pendulum swings
Watch it count down to the end of the day
The clock ticks life away

It's so unreal
Didn't look out below
Watch the time go right out the window
Trying to hold on, but didn't even know
I wasted it all just to watch you go

I kept everything inside
And even though I tried, it all fell apart
What it meant to me will eventually be a memory of a time when";0.652802;0.150493;0.206633;0.016936;0.167282;-0.717959
1666;1666;Closer;The Chainsmokers Featuring Halsey;2017;165;1.0;123832674.0;Pop;English;0.0;"Hey, I was doing just fine before I met you
I drink too much, and that's an issue, but I'm okay
Hey, you tell your friends it was nice to meet them
But I hope I never see them again

I know it breaks your heart
Moved to the city in a broke-down car, and
Four years, no calls
Now you're looking pretty in a hotel bar, and
I-I-I can't stop
No, I-I-I can't stop

So, baby, pull me closer
In the back seat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder

Pull the sheets right off the corner
Of that mattress that you stole
From your roommate back in Boulder
We ain't ever getting older

We ain't ever getting older
We ain't ever getting older";0.449633;0.201092;0.079975;0.174128;0.317815;0.473221
1667;1667;Back To You;Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals;2017;11;1.0;131789764.0;Pop;English;0.0;"I know you say you know me, know me well
But these days I don't even know myself, no
I always thought I'd be with someone else
I thought I would own the way I felt, yeah

I call you but you never even answer
I tell myself I'm done with wicked games
But then I get so numb with all the laughter
That I forget about the pain

Whoah, you stress me out, you kill me
You drag me down, you fuck me up
We're on the ground, we're screaming
I don't know how to make it stop
I love it, I hate it, and I can't take it
But I keep on coming back to you

I know my friends, they give me bad advice";0.542034;0.008393;0.178079;0.080316;0.542476;-0.910509
1668;1668;Malibu;Miley Cyrus;2017;238;1.0;133930344.0;Pop;English;0.0;"I never came to the beach, or stood by the ocean
I never sat by the shore, under the sun with my feet in the sand
But you brought me here
And I'm happy that you did
'Cause now I'm as free
As birds catching the wind
I always thought I would sink, so I never swam
I never went boatin', don't get how they are floatin'
And sometimes I get so scared of what I can't understand

But here I am, next to you
The sky's more blue in Malibu
Next to you in Malibu
Next to you";0.139131;0.203328;0.727425;0.029857;0.044979;-0.368189
1669;1669;Heavy;Linkin Park Featuring Kiiara;2017;7;1.0;126141795.0;Pop/Rock;English;0.0;"I don't like my mind right now
Stacking up problems that are so unnecessary
Wish that I could slow things down
I wanna let go but there's comfort in the panic
And I drive myself crazy
Thinking everything's about me
Yeah, I drive myself crazy
'Cause I can't escape the gravity

I'm holding on
Why is everything so heavy?
Holding on
So much more than I can carry
I keep dragging around what's bringing me down
If I just let go, I'd be set free
Holding on
Why is everything so heavy?
";0.442638;0.016851;0.541799;0.043426;0.301549;-0.941903
1670;1670;The Fighter;Keith Urban Featuring Carrie Underwood;2017;22;1.0;123699666.0;;English;0.0;"I know he hurt you
Made you scared of love, too scared to love
He didn't deserve you
Cause your precious heart is a precious heart
He didn't know what he had and I thank God, oh, oh, oh
And it's gonna take just a little time
But you're gonna see that I was born to love you

What if I fall?
I won't let you fall
What if I cry?
I'll never make you cry
And if I get scared?
I'll hold you tighter
When they're tryna get to you baby I'll be the fighter
What if I fall?
I won't let you fall
What if I cry?
I promise I'll never make you cry
And if I get scared?
I'll hold you tighter
When they're tryna get to you baby I'll be the fighter
";0.721376;0.08136;0.681577;0.084194;0.101889;-0.755663
1671;1671;Bad Liar;Selena Gomez;2017;193;1.0;129971067.0;Pop/Rock;English;0.0;"I was walking down the street the other day
Tryna distract myself
But then I see your face
Oh wait, that's someone else
Tryna play it coy
Tryna make it disappear
But just like the battle of Troy
There's nothing subtle here
In my room there's a king size space
Bigger than it used to be
If you want you can rent that place
Call me an amenity
Even if it's in my dreams

Ooh you're taking up a fraction of my mind
Ooooh every time I watch you serpentine

Oh I'm tryin', I'm tryin', I'm tryin'
I'm tryin', I'm tryin'
Oh tryin', I'm tryin', I'm tryin'
I'm tryin', I'm tryin'
Not to think about you
No, no, no, no
Not to think about you
No, no, no, no
Oh I'm tryin', I'm tryin', I'm tryin'
I'm tryin', I'm tryin'
Oh tryin', I'm tryin', I'm tryin'
I'm tryin', I'm tryin'
Not to give in to you";0.138012;0.39672;0.246197;0.213192;0.20858;-0.616613
1672;1672;My Girl;Dylan Scott;2017;33;1.0;112569279.0;Country;English;0.0;"She looks so pretty with no makeup on
You should hear her talkin' to her momma on the phone
I love it when she raps to an Eminem song
That's my girl

Man her eyes really drive me crazy
You should see her smile when she holds a baby
I can honestly say that she saved me
My girl

Yeah, that's my girl
In the passenger seat,
windows down dancin' around causin' a scene
That's my girl sippin' crown and sprite,

in a ball cap turned back ooh she got me like
Yeah baby girl you gone and done it again";0.07628;0.759431;0.029824;0.131008;0.048079;0.985792
1673;1673;Bad And Boujee;Migos Featuring Lil Uzi Vert;2017;138;1.0;125424336.0;;English;0.0;"You know, young rich niggas
You know so we never really had no old money
We got a whole lotta new money though, hah
(If Young Metro don't trust you I'm gon' shoot ya)
Hey!

Raindrop, drop top (drop top)
Smokin' on cookie in the hotbox (cookie)
Fuckin' on your bitch she a thot, thot (thot)
Cookin' up dope in the crockpot (pot)
We came from nothin' to somethin' nigga (hey)
I don't trust nobody grip the trigger (nobody)
Call up the gang, and they come and get you (gang)
Cry me a river, give you a tissue (hey)
My bitch is bad and boujee (bad)
Cookin' up dope with an Uzi (blaow)
My niggas is savage, ruthless (savage)
We got 30's and 100 rounds too (grrah)
My bitch is bad and boujee (bad)
Cookin' up dope with an Uzi (dope)
My niggas is savage, ruthless (hey)
We got 30's and 100 rounds too (glah)


Offset, whoo, whoo, whoo, whoo, whoo!
Rackings on rackings, got back-ends on back-ends
I'm ridin' around in a coupe (coupe)
I take your bitch right from you (You)
Bitch I'm a dog, roof (grr)
Beat the hoe walls loose (hey)
Hop in the frog, whoo (skrt)
I tell that bitch to come comfort me (comfort me)
I swear these niggas is under me (hey)
They hate and the devil keep jumpin' me (jumpin' me)
Bankrolls on me keep me company (cash)
Aye, we did the most
Yeah, pull up in Ghosts (whoo)
Yeah, my diamonds a choker (glah)
Holdin' the fire with no holster (blaow)
Rick the Ruler, diamonds cooler (cooler)
This a Rollie, not a Muller (hey)
Dabbin' on 'em like the usual (dab)
Magic with the brick, do voodoo (magic)
Courtside with a bad bitch (bitch)
Then I send the bitch through Uber (go)
I'm young and rich and plus I'm bougie (hey)
I'm not stupid so I keep the Uzi (rrah)
Rackings on rackings, got back-ends on back-ends
So my money makin' my back ache
You niggas got a low acc rate (acc)
We from the Nawf, yeah, dat way (nawf)
Fat Cookie blunt in the ashtray (cookie)
Two bitches, just national smash day (smash)
Hop in the Lamb, have a drag race (skrt)
I let them birds take a bath, bathe (brr)";0.052285;0.020292;0.001969;1e-06;0.001201;-0.782128
1674;1674;iSpy;KYLE Featuring Lil Yachty;2017;213;1.0;149208273.0;;English;0.0;"Man, fuck
What's wrong Kyle?
Man, these kids, man, talkin' shit, makin' me feel bad
Man, fuck them kids, bro! Look around, bro, look at life
Man, you're right
Mmm, you see? You see these fine bitches over here?
Yeah, woah...
You see these trees man? You see this water?
I guess it is okay
Come on, man, you got so much more to appreciate, man
Man you know what, y-you're right...
You damn right I'm right, I can't remember a time I was god-damn wrong
Man, thanks, Lil' Boat
Hey man, that's what I'm here for


I ain't been gettin' high...
Well maybe a little, baby I don't wanna lie
I know when you text me girl, I don't always reply
Well you're not an angel either, you can't even fly
I notice, you think that you know shit
All this shade that's comin' at me, I wonder who throws it
They can't see the vision, boy they must be out of focus
That's a real hot album homie, I wonder who wrote it, oh shit
Otay, pray them niggas go away
Always hella clowns around it look like Cirque Du Soleil
This is not the album either, these are just the throwaways
This shit still so cold when it drop, it's gonna be a mothafuckin' snow day
Ayy, boy is good and he knows it, he don't say it, he shows it
I'm just like DeRozan, if I shoot it, it goes in";0.472884;0.517763;0.088641;0.620953;0.594265;-0.563485
1675;1675;Felices Los 4;Maluma;2017;5;1.0;150178450.0;Latin Urban;Spanish;0.0;"Maluma, baby

Apenas sale el sol y tú te vas corriendo
Sé que pensarás que esto me está doliendo
Yo no estoy pensando en lo que estás haciendo
Si somos ajenos y así nos queremos

Si conmigo te quedas o con otro tú te vas
No me importa un carajo porque sé que volverás
Si conmigo te quedas o con otro tú te vas
No me importa un carajo porque sé que volverás

Y si con otro pasas el rato
Vamo' a ser feliz, vamo' a ser feliz
Felices los 4
Te agrandamo' el cuarto

Y si con otro pasas el rato
Vamo' a ser feliz, vamo' a ser feliz
Felices los 4
Yo te acepto el trato

Y lo hacemo' to' rato
Y lo hacemo' to'rato
Y lo hacemo' to' rato
Y lo hacemo' to' rato";;;;;;
1676;1676;24K Magic;Bruno Mars;2017;85;1.0;118611216.0;Contemporary R&B;English;0.0;"Tonight
I just want to take you higher
Throw your hands up in the sky
Let's set this party off right

Players, put yo' pinky rings up to the moon
Girls, what y'all trying to do?
24 karat magic in the air
Head to toe soul player
Uh, look out!

Pop pop, it's show time (Show time)
Show time (Show time)
Guess who's back again?
Oh they don't know? (Go on tell 'em)
Oh they don't know? (Go on tell 'em)
I bet they know soon as we walk in (Showin' up)
Wearing Cuban links (ya)
Designer minks (ya)
Inglewood's finest shoes (Whoop, whoop)
Don't look too hard
Might hurt ya'self
Known to give the color red the blues

Ooh shit, I'm a dangerous man with some money in my pocket
(Keep up)
So many pretty girls around me and they waking up the rocket
(Keep up)
Why you mad? Fix ya face
Ain't my fault y'all be jocking
(Keep up)";0.201872;0.496177;0.167137;0.115065;0.554196;-0.662709
1677;1677;The Story Of O.J.;JAY-Z;2017;28;1.0;131490094.0;;English;0.0;"Skin is, skin, is
Skin black, my skin is black
My, black, my skin is yellow

Light nigga, dark nigga, faux nigga, real nigga
Rich nigga, poor nigga, house nigga, field nigga
Still nigga, still nigga
I like that second one
Light nigga, dark nigga, faux nigga, real nigga
Rich nigga, poor nigga, house nigga, field nigga
Still nigga, still nigga

O.J. like, ""I'm not black, I'm O.J."" …okay

House nigga, don't fuck with me
I'm a field nigga, go shine cutlery
Go play the quarters where the butlers be
I'ma play the corners where the hustlers be
I told him, ""Please don't die over the neighborhood
That your mama rentin'";0.810241;0.057192;0.177677;0.086478;0.08955;-0.757941
1678;1678;4:44;JAY-Z;2017;16;1.0;131947719.0;;English;0.0;"Do I find it so hard
When I know in my heart
I'm letting you down every day
Letting you down every day
Why do I keep on running away?

Look, I apologize, often womanize
Took for my child to be born, see through a woman's eyes
Took for these natural twins to believe in miracles
Took me too long for this song, I don't deserve you
I harassed you out in Paris
""Please come back to Rome,"" you make it home
We talked for hours when you were on tour
""Please pick up the phone, pick up the phone!""
I said: ""Don't embarrass me,"" instead of ""Be mine""
That was my proposal for us to go steady
That was your 21st birthday
You matured faster than me, I wasn't ready
So I apologize
I seen the innocence leave your eyes
I still mourn this death and
I apologize for all the stillborns cause I wasn't present
Your body wouldn't accept it
I apologize to all the women whom I toyed with your emotions";0.74268;0.087043;0.250314;0.054127;0.068903;-0.822888
1679;1679;Slide;Calvin Harris Featuring Frank Ocean & Migos;2017;91;1.0;131477085.0;;English;0.0;"I might
Empty my bank account
And buy that boy with a pipe
Buy that boy with a pipe
I might, I might
Empty my bank account
And buy that boy with a pipe
Buy that boy with a pipe
I might

Do you slide on all your nights like this?
Do you try on all your nights like this? (I might)
Put some spotlight on the slide
Whatever comes, comes through clear
Do you slide on all your nights like this?
Do you try on all your nights like this? (I might)
Put some spotlight on the side
And whatever comes, comes through clear

All this jewelry ain't no use when it's this dark
It's my favorite part, we see the lights, they got so far
It went too fast, we couldn't reach it with our arms
Wrist on a wrist, a link of charms, yeah
Laying, we're still a link apart";0.249502;0.03092;0.29318;0.090406;0.1948;0.341106
1680;1680;DNA.;Kendrick Lamar;2017;139;1.0;128564154.0;Hip Hop/Rap;English;0.0;"I got, I got, I got, I got
Loyalty, got royalty inside my DNA
Cocaine quarter piece, got war and peace inside my DNA
I got power, poison, pain and joy inside my DNA
I got hustle though, ambition, flow inside my DNA
I was born like this, since one like this, immaculate conception
I transform like this, perform like this, was Yeshua new weapon
I don't contemplate, I meditate, then off your fucking head
This that put-the-kids-to-bed
This that I got, I got, I got, I got
Realness, I just kill shit ’cause it's in my DNA
I got millions, I got riches buildin' in my DNA
I got dark, I got evil, that rot inside my DNA
I got off, I got troublesome heart inside my DNA
I just win again, then win again like Wimbledon, I serve
Yeah, that’s him again, the sound that engine in is like a bird
You see fireworks and Corvette tire skrrt the boulevard
I know how you work, I know just who you are
See, you's a, you's a, you's a
Bitch, your hormones prolly switch inside your DNA
Problem is, all that sucker shit inside your DNA
Daddy prolly snitched, heritage inside your DNA
Backbone don't exist, born outside a jellyfish, I gauge
See, my pedigree most definitely don't tolerate the front
Shit I've been through prolly offend you, this is Paula's oldest son
I know murder, conviction, burners, boosters
Burglars, ballers, dead, redemption
Scholars, fathers dead with kids and
I wish I was fed forgiveness";0.387895;0.00631;0.275238;0.069867;0.625253;-0.433851
1681;1681;Bam;"JAY-Z Featuring Damian ""Jr. Gong"" Marely";2017;4;1.0;131490099.0;;English;0.0;"Now greetings to the world
Gangsta no live in a tenement yard
Rude boy no live in a tenement yard
Too much watchy, watchy, watchy
Too much su, su, su, su, su
Them chatty, chatty, chatty
Them su, su, su, su, su
Fuck all this pretty Shawn Carter shit nigga, HOV

Shawn was on that gospel shit
I was on the total fuckin' opposite
Shit, stuff a million dollars in the sock drawer
That's a war chest in case you need your chest knocked off
Y'all be talkin' crazy under them IG pictures
So when you get to Hell you tell 'em blanco sent you
I can't take no threats, I got a set of twins
Those were just the words you'll never hear again
For the final time you don't believe these fools
I've never seen a worker rock so many jewels
I've never seen the runner with so many cars
Y'all couldn't stop me, you're not as tough as you say you are
My advice is just don't be too nice to niggas
Just set the price so niggas'll live your live, my nigga
Once upon a time in the projects
Shawn was in flight mode, I bought a Pyrex
I was in fight mode and now it's ""fuck me, mijo""
I was movin' them kilos, help you move your peoples
Sometimes you need your ego, gotta remind these fools
Who they effin' with, and we got FN's too
Before we had A&R's, we had AR's too";0.213011;0.011854;0.09546;0.13558;0.830577;-0.945827
1682;1682;Hurricane;Luke Combs;2017;67;1.0;132987385.0;Traditional Country;English;0.0;"Hadn't had a good time
Since you know when
Got talked into goin' out
With hopes you were stayin' in

I was feelin' like myself for the first time
In a long time
'Til I bumped into some of your friends
Over there talkin' to mine

Then you rolled in with your hair in the wind
Baby without warnin'
I was doin' alright but just your sight
Had my heart stormin'

The moon went hidin'
Stars quit shinin'
Rain was droppin'
Thunder 'n lightnin'
You wrecked my whole world when you came
And hit me like a hurricane
You hit me like a hurricane";0.345384;0.498443;0.095741;0.096546;0.041567;-0.439281
1683;1683;Swalla;Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign;2017;121;1.0;126389189.0;Pop;English;0.0;"Drank
Young Money

Love in a thousand different flavors
I wish that I could taste them all tonight
No, I ain't got no dinner plans
So you should bring all your friends
I swear that a-all y'all my type

All you girls in here, if you're feeling thirsty
Come on take a sip 'cause you know what I'm servin'
Shimmy shimmy yay, shimmy yay, shimmy ya (drank)
Swalla-la-la (drank)
Swalla-la-la (swalla-la-la)
Swalla-la-la
Shimmy shimmy yay, shimmy yay, shimmy ya (drank)
Swalla-la-la (drank)
Swalla-la-la (swalla-la-la)
Swalla-la-la
Freaky, freaky gyal
My freaky, freaky gyal

Shimmy shimmy shimmy yay, shimmy yah
Bad girls gon' swalla-la-la
Bust down on my wrist in this bitch
My pinky-ring bigger than this
Met her out in Beverly Hills, ay";0.12258;0.701245;0.013354;0.024696;0.032209;-0.694595
1684;1684;Goosebumps;Travis Scott;2017;84;1.0;115113801.0;Hip Hop/Rap;English;0.0;"Yeah
7:30 in the night
Ooooh ooh

I get those goosebumps every time, yeah, you come around, yeah
You ease my mind, you make everything feel fine
Worry about those comments
I'm way too numb, yeah, it's way too dumb, yeah
I get those goosebumps every time, I need the Heimlich
Throw that to the side, yeah
I get those goosebumps every time, yeah, when you're not around
When you throw that to the side, yeah
I get those goosebumps every time, yeah

7-1-3 to the 2-8-1, yeah I'm riding
Why they on me? Why they on me? I'm flyin'
Sippin' lowkey I'm sipping lowkey in Onyx
Rider, rider when I'm pullin' up right beside ya
Popstar, lil' Mariah
When I text a cute game, wildness
Throw a stack on the Bible
Never Snapchat or took molly
She fall through plenty, her and all her ginnies
Yeah, we at the top floor, right there off Doheny";0.083944;0.129147;0.251878;0.151238;0.633103;-0.688964
